Rank,Grade,Channel,Uploads,Subscribers,Views
4228,B+,محمد خير جراح Mhd Kheir…,641,486101,240672308
4229,B+,UrbanoVideosTV,418,1927186,456707483
4230,B+,Robin Schulz,235,2550003,1781228597
4231,B+,قناة الشيخ كشك,3416,3028665,787438630
4232,B+,Cartoon Network Brasil,1137,2459727,470240910
4233,B+,OfficialGucciMane,172,2196209,1043551240
4234,B+,All In One,524,634881,211001126
4235,B+,Zıpır Çocuk TV,188,89375,21985070
4236,B+,S7S,47,796765,55317768
4237,B+,SCIBHAJAN,692,600035,126016904
4238,B+,Connecting,1575,485648,116342873
4239,B+,Rosanna Pansino,612,10580428,2489858520
4240,B+,MaxINFINITE,5129,1711245,987592904
4241,B+,love forever,406,NA,123056722
4242,B+,Shaun the Sheep [BahasaIndonesia],218,858511,500876539
4243,B+,Garam Chai,6288,467429,238038023
4244,B+,معلومة | M3loma,664,2042363,274055161
4245,B+,CD MLP scratch,270,754350,600664637
4246,B+,NYN KID,357,756108,152102565
4247,B+,CHU CHU UA TV,4,NA,68627790
4248,B+,Rovi23,3428,2542338,816442362
4249,B+,Kubz Scouts,1164,2191461,710941574
4250,B+,Tv9 Gujarati,39806,791256,433142229
4251,B+,Little Baby Bum Junior Nursery…,225,677648,468894884
4252,B+,Will It Slime?,151,1323802,319494671
4253,B+,Colors Learn For Kids,3,NA,49672479
4254,B+,ColorsTV Promos,3379,621382,282831607
4255,B+,Liliya Kitto,512,938902,207605415
4256,B+,Disco Recording Company - Telangana…,3256,451579,168275435
4257,B+,MARTIN TV GO VEGAN - AMOR Y MÁS,669,39830,12257194
4258,B+,Jaze Cinema,1421,1734164,668145625
4259,B+,Aşk Laftan Anlamaz,891,1299858,915974090
4260,B+,Oyuncak Şekeri,651,861408,375050153
4261,B+,RAJAWALI TELEVISI - LANGIT RTV,1714,619058,236221884
4262,B+,HYPEX,148,406223,67295082
4263,B+,Cam Channel,87,231927,70171553
4264,B+,MQTube,71,NA,180135917
4265,B+,Rudel,570,96567,143312495
4266,B+,Irmãos Berti,132,3645466,214554593
4267,B+,NellyVEVO,37,2412648,1825819278
4268,B+,MR Bhojpuriya,134,1123700,142478562
4269,B+,Wolokoso Mu Uganda,2110,83948,26071780
4270,B+,Die Antwoord,83,2440827,648809297
4271,B+,Little Treehouse India - Hindi Kids…,108,545169,133365510
4272,B+,Andhika Gemintang,157,1161097,161942267
4273,B+,Oi,1004,378010,547831643
4274,B+,Jani Eremin,40,62613,29740400
4275,B+,華策FUN國際｜HUACE GLOBAL FUN,1305,397952,195378522
4276,B+,Peppa Pig English,413,1565194,615383060
4277,B+,JHANKAR STUDIO,513,340574,84482640
4278,B+,HERMusicVEVO,25,176944,95533649
4279,B+,FilmiBeat,19030,1734370,778900041
4280,B+,Uncle Corone,502,1003365,835018992
4281,B+,Toda Meiga,317,2908845,417032049
4282,B+,McDonald's Brasil,114,337855,216657605
4283,B+,Trung Ruồi Official,23,634190,126807123
4284,B+,NIXBLACK,154,NA,134929818
4285,B+,Carolina Ross,190,1357631,382177944
4286,B+,SorDor Style,195,1294410,185991343
4287,B+,MANYACRAFT,2563,1163116,165459402
4288,B+,GEICO Insurance,293,1155382,186262503
4289,B+,DisneyChannelIT,2295,1430452,1095337363
4290,B+,AnavitoriaVEVO,40,1203537,341197194
4291,B+,MIX TV,246,103478,49046931
4292,B+,TheBrainDit,6060,7712494,2616145057
4293,B+,PEACH EAT LAEK,91,1901081,133729044
4294,B+,Funny Floret,82,336638,85689875
4295,B+,PUBG TV,232,1285844,246460563
4296,B+,Round2hell,47,3199452,233499670
4297,B+,Truyện Ma Kinh Dị 2018,426,178470,59930828
4298,B+,RTL2,604,477240,348130387
4299,B+,CILIO,453,1940035,267450664
4300,B+,Domingo Espetacular,2456,1729885,408148702
4301,B+,NerdOut!,154,1978183,503637145
4302,B+,Tarang Cine Productions,288,541876,189848367
4303,B+,釣りよかでしょう。,1461,1032380,559314261
4304,B+,Maasranga TV Official,516,783456,136192778
4305,B+,VICE,2442,9723676,1852463966
4306,B+,エムキッズチャンネルM…,183,250852,48272739
4307,B+,ROBERT PG,523,2969212,564359701
4308,B+,Movieclips Coming Soon,22312,2032501,2188931850
4309,B+,MysticGotJokes,487,4254998,1077452252
4310,B+,MileyCyrusVEVO,51,10847617,3352830806
4311,B+,ColorMonsters Toy,699,465232,280068762
4312,B+,Rels B // Flakk Daniel,87,1229857,392738625
4313,B+,HDBroadcaster .com,373,267466,218563753
4314,B+,Рэп Лирика - Рэп…,984,659909,337127108
4315,B+,tvOneNews,13148,491590,190848806
4316,B+,HiHaHe Nerf War,260,557813,273406816
4317,B+,Aflamna El7elwa - أفلامنا…,814,545971,165109493
4318,B+,NOWnews,5518,40931,52306718
4319,B+,Телеканал Ю,8933,337839,212286579
4320,B+,Anne,610,714014,499503270
4321,B+,Daftar5,433,1350477,269945369
4322,B+,Palmashow,260,3072715,1236545036
4323,B+,Bollywood Arabic Videos,245,386377,100273824
4324,B+,Peter PlutaX,1390,1860291,776209979
4325,B+,Attessia TV,5403,1035084,474450626
4326,B+,少康戰情室,4367,359222,266795161
4327,B+,Mac Miller,159,1744620,1118463212
4328,B+,ILuvOlitz2,258,38957,40694978
4329,B+,cute kiddy,91,935162,234207403
4330,B+,Nhạc thiếu nhi vui nhộn,49,NA,70895833
4331,B+,Kurtlar Vadisi,473,307650,522829103
4332,B+,Yuki Music,1563,841673,168398860
4333,B+,Tivibu Spor,2807,354600,203379615
4334,B+,Theater Movies,34,NA,10542702
4335,B+,kiiroitori1229,104,351108,87868473
4336,B+,Dr. Vivek Bindra: Motivational…,295,4597616,220684745
4337,B+,Ahmed Hassan Hussein,130,1220134,175906336
4338,B+,PragerU,448,1663462,463159205
4339,B+,AshStudio7,513,1419008,406531365
4340,B+,FUNTASTIC TV - Kids Songs and…,298,1896907,1243275274
4341,B+,MeleTOP,3306,621315,399884495
4342,B+,Talking Kitty Cat,157,1458071,454883738
4343,B+,CaptainSauce,1209,734560,246185449
4344,B+,Julia Silva,1236,3800626,890696929
4345,B+,WhatCulture Wrestling,3118,1587627,1001145641
4346,B+,AlexMax Han,11,300002,11215273
4347,B+,dontettotv,83,172781,80676715
4348,B+,น้องดาว We Kids Smile,154,246795,54490730
4349,B+,Nossa Novela,569,1204938,258592184
4350,B+,Simon Desue,513,3877580,633318109
4351,B+,Jc Sheik,6528,454522,74167732
4352,B+,BrutalGaming!,355,449720,201130465
4353,B+,Os Pequerruchos,110,1220376,725475997
4354,B+,starshipTV,1044,3037987,1564553335
4355,B+,SamsungChile,492,85773,181721647
4356,B+,GRUPO5,104,411851,251409125
4357,B+,자동차 & 로봇 장난감 Car &…,3077,996142,824707252
4358,B+,ZoZo Show,65,2071956,508266770
4359,B+,Reggaeton FullHD,322,389727,216943304
4360,B+,保育園ぐらんでぃーる,592,90937,47520024
4361,B+,DavidsTV,289,1113649,322758374
4362,B+,Olsa & Olta,7,160691,53907404
4363,B+,DjSuraj Farrukhabad,169,37205,19948476
4364,B+,まめきゅん [MAMEKYUNN],1358,213735,178216897
4365,B+,Zalfa Aulia Channel,269,591761,174499518
4366,B+,Monsta,452,2720496,930703534
4367,B+,Pebbles Hindi,2088,833466,319125136
4368,B+,Super Kid Hero,12,570694,57949343
4369,B+,Cristiano Araújo,65,2353752,1223199008
4370,B+,Belgas TV,552,1353313,105899909
4371,B+,MTG - Nhân,101,529228,182326632
4372,B+,HBO,5798,1275042,554763568
4373,B+,PuneetSway,167,1241717,160772863
4374,B+,Bo Studio SMF,117,107984,24229250
4375,B+,Roadrunner Records,449,1843864,1645507223
4376,B+,EM - عيسى المرزوق,11,1038932,267177101
4377,B+,Mi Mi Kids,34,564435,152373821
4378,B+,Video time,96,NA,96050894
4379,B+,Fique Diva com Niely,487,149627,190623469
4380,B+,Le Monde à L'Envers,104,1771858,233842849
4381,B+,baby mesk,20,439950,96329712
4382,B+,Tunes Arabia - تيونز…,235,314383,213794271
4383,B+,Veena Music,778,1008997,389129341
4384,B+,WWE Mania,281,481440,158968402
4385,B+,桐崎栄二/きりざきえいじ,237,2359443,636059688
4386,B+,AbstrachujeTV,210,3214966,937746486
4387,B+,BTNews Hindi,5772,623657,164605890
4388,B+,Redondos Subtitulados,2087,472618,588597918
4389,B+,Los 4,127,211307,105751574
4390,B+,84 TUBE,264,185278,97745560
4391,B+,No: 309,1109,643899,760229916
4392,B+,Variety,2321,285459,131193046
4393,B+,Grandpa Kitchen,116,2933547,262239661
4394,B+,Warner Bros. Pictures…,1596,836973,576357430
4395,B+,Adını Feriha Koydum,194,112344,60635282
4396,B+,বাউলা অন্তর,64,36269,13891145
4397,B+,Nuke's Top 5,102,837164,202480389
4398,B+,ditto art,221,922554,306245397
4399,B+,ToyStorys CAF Network,97,133598,29113560
4400,B+,TRAMBOLINO COMPILATION,84,100720,39703191
4401,B+,بابلي تولز | Publitools,302,1361298,796856932
4402,B+,Ozuna - Topic,194,135532,57859774
4403,B+,AUC - ALL URBAN CENTRAL,2708,806217,654481488
4404,B+,Suhana Safar,34,243103,65597110
4405,B+,Colors Kids,33,1806734,375224093
4406,B+,Active Self Protection,917,1121695,443592524
4407,B+,Hãng Phim Hoạt Hình Việt Nam,589,670509,477313404
4408,B+,soormandir,1164,796234,192988013
4409,B+,Lakme India,431,222445,375440442
4410,B+,Tudubom Records,182,1297856,391537498
4411,B+,Phim Hài Hay - Phim Hài Việt,465,969585,526972494
4412,B+,ThaiPBS,42373,1381892,546531799
4413,B+,Headlines India,1353,1526773,243269589
4414,B+,PMV - NEWS,5629,NA,239203776
4415,B+,VehliJantaRecords,144,1084471,316419514
4416,B+,91.9 Sarthak FM,805,811217,189625826
4417,B+,Carbon Fiber Music,70,1777878,446604020
4418,B+,Wheel City Heroes - Official…,38,128195,30618973
4419,B+,Crown Records,101,1667695,447120859
4420,B+,Thai Fairy Tales,84,934181,323924630
4421,B+,ALPACO,170,811472,448850524
4422,B+,Toy Candy,196,3291030,2153959075
4423,B+,테스터훈 TesterHoon,1197,962469,311764901
4424,B+,Siwonii Meow,38,185392,91919600
4425,B+,Maddock Films,10,82067,46823120
4426,B+,telblog.net,1081,3182436,777921054
4427,B+,MehndiArtistica,1238,1469169,349431711
4428,B+,Miss Gaby,141,2021134,629032106
4429,B+,Dehati Indian Masti,38,407531,47752610
4430,B+,TV1 Telugu,3952,440463,99698526
4431,B+,La Santa Grifa Official,238,2145019,845116969
4432,B+,Monthly Winners,111,1146565,504985255
4433,B+,Bublik Nursery rhymes Kids show,2,NA,146918600
4434,B+,TOYLAND,120,1096770,305134574
4435,B+,Piuzinho,274,1519133,95950604
4436,B+,Chetak Haryanvi,900,1051645,271288378
4437,B+,Baby Fun Learning,852,1568161,624692978
4438,B+,Marlon Huber,379,237216,37254942
4439,B+,DD STAR Record,281,791518,402096123
4440,B+,재넌,783,1386510,395519732
4441,B+,Mitsubishi Motors Canada,121,4080,34998429
4442,B+,Music World,122,930528,214902917
4443,B+,D.J. AMAN,352,NA,112941074
4444,B+,Wix Español,124,11587,80572925
4445,B+,Karaoke Long Ẩn - KLA - 9669,523,NA,71889466
4446,B+,Natraj Cassette Barhi,240,257950,89836163
4447,B+,Crime Alert,114,1072946,437781655
4448,B+,Saam TV News,31094,NA,100812183
4449,B+,RTL Entertainment,8097,269883,580950038
4450,B+,KHB,238,521190,159312670
4451,B+,Siyah Giyen Genç,313,550408,107620134
4452,B+,KarenDaidai MusicChannel,1530,308635,200148956
4453,B+,Fórum Chaves,2237,1400387,763555026
4454,B+,QuizKnock,333,342577,87507827
4455,B+,عباس النوري :…,751,357867,153608750
4456,B+,FernandoSorocabaVEVO,37,578497,304388453
4457,B+,Sdab Lyric Music,463,NA,186447693
4458,B+,WAMIndiaMovies,602,1901575,556385699
4459,B+,PRIVADO 80s,277,346863,240794543
4460,B+,Novelas Teen,254,238850,61723603
4461,B+,WisinYYandelVEVO,33,3021803,2632456864
4462,B+,DOLLAR,157,392723,108162866
4463,B+,コレコレチャンネル…,259,724528,225715840
4464,B+,Trend Central,143,2136088,371155026
4465,B+,YTLaugh,52,NA,306935336
4466,B+,TeroserPlay,3935,2343473,539613126
4467,B+,FunkHitsVEVO,81,1531177,297290037
4468,B+,UsagersDesLilas,21,124429,70073364
4469,B+,Glee Scenes,1570,107968,247195957
4470,B+,Ecrin Su Çoban,246,347532,109491745
4471,B+,DatPiff,14407,628138,309081115
4472,B+,Your Face Sounds Familiar,1437,760746,368906972
4473,B+,My Country My Lifestyle,153,319636,106640797
4474,B+,Magneoton,1036,342635,382791328
4475,B+,hyghhopes,1,15325,14842098
4476,B+,Renault Brasil,148,486167,91019865
4477,B+,VS RECORDS,782,487762,251692655
4478,B+,Enterr10 Music Bhojpuri,182,1097216,406134202
4479,B+,The Evans,3,58445,46311017
4480,B+,HalseyVEVO,99,3186761,1147216205
4481,B+,Skip and Shannon: UNDISPUTED,2114,938377,552418714
4482,B+,Mes Parrains 2016,323,313843,115123728
4483,B+,G Series Bhakti,502,174840,66890590
4484,B+,Chicas Cosmo,1769,1924648,392865365
4485,B+,Alice in youtubeland,129,251971,16977496
4486,B+,Nick Eh 30,352,3159213,188789056
4487,B+,HAYZO TV,41,236921,25309856
4488,B+,Свинка Пеппа новые…,5,387640,12105031
4489,B+,Viejitas Pero Bonitas,535,NA,434401453
4490,B+,Redmau,536,1747889,800260674
4491,B+,Baka Prase,658,844064,203849887
4492,B+,三原JAPAN Sanyuan_JAPAN,750,821782,145926053
4493,B+,Official NET News,96996,612068,529640372
4494,B+,G.S World,559,1711413,144994531
4495,B+,Woolly and Tig Official Channel,242,382170,348627425
4496,B+,Levi's®,556,174464,206128851
4497,B+,شاشة المعرفة,221,967424,128793554
4498,B+,Gup Chup Masthi,1809,192386,122441827
4499,B+,HEADLINER,88,NA,57395887
4500,B+,MyMissAnand,88,896058,143644455
4501,B+,BRUTOS,291,885038,201859935
4502,B+,NoahsNoah,113,1061118,163742781
4503,B+,LOBODA,307,504299,447030369
4504,B+,Samosa Short Films,1839,NA,199787904
4505,B+,La Voz Kids España,314,518162,246512271
4506,B+,Global Health Media Project,700,441833,165912717
4507,B+,SchoolBoy,406,916973,444364482
4508,B+,TwiinsCuliacanTv,5486,2147573,1566419300
4509,B+,PrankInvasion,56,3560074,453201535
4510,B+,中天電視,56420,766414,853996269
4511,B+,NickJonasVEVO,84,2179850,727144814
4512,B+,Лучшее из Сети,1214,204442,100226391
4513,B+,Gustavo Paródias,147,4716736,432327452
4514,B+,Zombies Gameplay,1675,522717,352699376
4515,B+,The Ohana Adventure,847,1759189,413589622
4516,B+,DilsinhoVEVO,54,930141,412052134
4517,B+,Король ММА,467,235452,195157317
4518,B+,Swissbeatbox,2405,1246052,383377417
4519,B+,People are Awesome,478,2821109,598390543
4520,B+,P 4 Pakao,258,1768418,383723672
4521,B+,Юлик,1498,1855653,396577745
4522,B+,Gãy TV,326,NA,354075785
4523,B+,Baby Joy Joy - Early Learning (Kids…,111,719656,404123531
4524,B+,Cobalt Music,1508,628032,1093021721
4525,B+,Kch Multimedia Naat,2900,1337000,339315498
4526,B+,PBS KIDS,1623,448155,443151356
4527,B+,Baby Dolls & Little Girls,877,681834,448044630
4528,B+,RioromaVEVO,93,2457940,1458247020
4529,B+,AerosmithVEVO,85,1436586,1463346223
4530,B+,BT Sport,2590,904661,298643928
4531,B+,Владимир Кум,735,364935,162871197
4532,B+,Muca Muriçoca,600,4883397,504819925
4533,B+,iGameplay1337,22803,1273799,1151618614
4534,B+,Tmall AliExpress Russia,41,7143,60464557
4535,B+,Pak Tv24,1310,NA,197230840
4536,B+,Kids Love,646,NA,57139887
4537,B+,HFM.Productions,243,1371476,544585257
4538,B+,Kids Planet,1186,688440,375611557
4539,B+,Exatlón,1255,969178,253863033
4540,B+,Wylsacom,1691,5995106,1214105642
4541,B+,İşte Benim Stilim,13367,352017,625078392
4542,B+,Insatiable Clips,39,40373,15648648
4543,B+,Raditya Dika,752,4681974,592937491
4544,B+,LuL Gaming,222,963290,234387744
4545,B+,26Solmates magic,100,1280198,145773569
4546,B+,The Times of India,76391,739545,344694346
4547,B+,RainbowBeeTV,276,NA,75885207
4548,B+,A Plus Entertainment,8369,1008919,433793654
4549,B+,Colors Bangla,18103,483242,276117357
4550,B+,İstanbullu Gelin,1112,710256,703631356
4551,B+,Joko & Klaas,721,828714,413638517
4552,B+,Keyblade,270,4465283,1527932609
4553,B+,MagmaMusen,517,2759333,655748514
4554,B+,TVOKids,1047,63804,24684181
4555,B+,Selena Gomez - Topic,534,296814,32876546
4556,B+,HooplaKidz TV - Funny Cartoons For…,739,2106836,1165566900
4557,B+,cine qube,1034,78161,23444423
4558,B+,dangmattsmith,413,6556994,929109981
4559,B+,Ярик Лапа,966,3954908,2534504345
4560,B+,The Jeremy Kyle Show,10696,1363734,1022091568
4561,B+,Magic Pets,117,1042730,148355598
4562,B+,Телеканал ТЕТ,4666,634934,432577978
4563,B+,RD Gameplay,1504,2235470,323127866
4564,B+,Swami Ramdev,3003,1027241,134894318
4565,B+,MaviSlime,421,763262,424773536
4566,B+,Egyptian Arts Group,1119,621715,262210157
4567,B+,Half Tickets,128,143879,100200965
4568,B+,Video Palace,780,618686,341862125
4569,B+,Ameer Bros,47,970732,72642145
4570,B+,Cem Adrian,312,511032,219675437
4571,B+,MotorHP,186,NA,65624903
4572,B+,Sobhi Mohammad - صبحي محمد,171,1293280,371775673
4573,B+,Pro-M,154,666561,575819569
4574,B+,Paws Channel,233,NA,300026221
4575,B+,코이티비KOITV,299,366615,151455122
4576,B+,킴성태TV,545,451837,110677323
4577,B+,Saregama GenY,1605,1348016,530763825
4578,B+,Legião de Heróis,259,500760,176583022
4579,B+,水溜りボンドの日常,771,1227078,367744255
4580,B+,Afreim,2479,6768781,931270982
4581,B+,FaZe Sensei,223,723607,61490471
4582,B+,Shaheen Studio,471,NA,114022378
4583,B+,START,1145,NA,39570434
4584,B+,Various Artists - Topic,207072,30224,28670469
4585,B+,LetsPlay,2127,3858133,1908008036
4586,B+,Billie Eilish,12,2436454,57478357
4587,B+,TRT 1,3614,713273,403060976
4588,B+,BlastphamousHD TV2,377,892073,86688820
4589,B+,Mas Waditya,488,548866,415510032
4590,B+,WATZAP,617,813013,74441612
4591,B+,Poke,2250,1949612,353058081
4592,B+,My Bangla Gaan,175,NA,61690589
4593,B+,Ksysha Kids TV,65,NA,229492298
4594,B+,STR Red,287,732044,214187037
4595,B+,mtvlebanon,32174,1230879,773994459
4596,B+,NTV Natok,1037,1120270,270500150
4597,B+,All Babies Channel - 3D Nursery…,320,1834884,694169961
4598,B+,DashieGames,2183,4547094,1818655801
4599,B+,Animation Cinema,286,667812,197753147
4600,B+,はるみ,10,159914,45544392
4601,B+,Fabelle Exquisite Chocolates,73,6069,39102672
4602,B+,Vines Post,150,NA,44413572
4603,B+,Ashok Kumar Raj,56,161823,51072169
4604,B+,Bhojpuri Junction,365,2123818,352889142
4605,B+,Bebe Milo,1028,1827933,593599445
4606,B+,Новости 24/365,296,NA,64485065
4607,B+,Musas,457,10650095,1354721389
4608,B+,Smosh Pit,1215,5479602,1610278244
4609,B+,StuffOne,208,48464,11101967
4610,B+,SERIAL UPDATE,3507,NA,224925360
4611,B+,HeadConcussionTV,137,1319138,799286212
4612,B+,War3Star,78,329597,80575665
4613,B+,Children Animation Station,20,477754,109553210
4614,B+,TheScriptVEVO,111,2520920,1349607477
4615,B+,Dunya News,46183,1370062,454980836
4616,B+,무비콕콕,150,NA,44165357
4617,B+,The Living Tombstone,189,3285685,928632124
4618,B+,DJHAMIDAOFFICIEL,84,1400491,398802909
4619,B+,FJM 006,130,681079,164014692
4620,B+,Ameer Alabadi,165,2789883,831320945
4621,B+,Origins Explained,509,1771203,476360531
4622,B+,M-Urban,177,59099,23784835
4623,B+,Дизель Студио,1055,881795,367203103
4624,B+,NEWS,608,NA,91974820
4625,B+,Bhojpuri Beats,2342,364624,147987483
4626,B+,WOW TV,590,856671,534680184
4627,B+,MDP Adwords,80,1074,27827916
4628,B+,Cuentos y Juguetes de Adri,133,1099496,228057115
4629,B+,TOP 15 CURIOSIDADES,300,983449,300740510
4630,B+,Raj vallabh,126,233043,77614399
4631,B+,92 News HD,30811,NA,134021190
4632,B+,Farmees Português - Canções dos…,535,2718159,888771395
4633,B+,Fischer's-セカンダリ-,823,2071030,928418444
4634,B+,Hashtags,1696,304604,77394114
4635,B+,Superline Music,3423,671952,230351462
4636,B+,WhatCulture,1444,1608796,708574434
4637,B+,okonomi monjya,122,96234,92704401
4638,B+,Queen Naija,161,3294592,254818379
4639,B+,Hard Play,207,711235,27128142
4640,B+,VAST Studio,408,1698943,272265629
4641,B+,SKY Bolero,3012,766424,354989619
4642,B+,Smoke The Bear,1470,655663,231279737
4643,B+,Revolución Popular Noticias,4574,258561,151080571
4644,B+,Tips Films,931,768707,463071646
4645,B+,BORCREW OFFICIAL,315,854382,631087479
4646,B+,Bangla Gorom News,1896,NA,151760154
4647,B+,เออน่า…,60,1317249,486047466
4648,B+,Thomas & Friends,854,841762,1031010270
4649,B+,Х-Фактор,2924,784389,773507035
4650,B+,Calle y Poché,148,4555359,287112168
4651,B+,Dj Massage,169,109123,36567040
4652,B+,UFOvnis,764,969489,367754540
4653,B+,SHORT TIME SECRET,304,3393635,301632051
4654,B+,Fingerwager,22,NA,119546477
